"ID","A","B","QUANTIDADE"
"21523","Mushrooms","Pecan nut","29"
"21526","Kelp","Red wine","4"
"21528","Okra","Cheese","5"
"21532","Sausage","Cattle (Beef, Veal)","44"
"21538","Mung bean","Common thyme","6"
"21570","Cereals and cereal products","Rubus (Blackberry, Raspberry)","1"
"21572","Carrot","Freshwater eel","6"
"21581","Apricot","Chicken","26"
"21582","Tarragon","Cloves","2"
"21583","Citrus","Vinegar","3"
"21586","Mate","Salmon","21"
"21588","Honey","Passion fruit","24"
"21595","Fennel","Sweet bay","6"
"21597","Clam","Peanut oil","7"
"21604","Blackcurrant","Nutmeg","5"
"21607","Corn","Barley","32"
"21609","Enokitake","Cheese","52"
"21610","Cattle (Beef, Veal)","Mandarin orange (Clementine, Tangerine)","1"
"21612","Mandarin orange (Clementine, Tangerine)","Watermelon","22"
"21615","Rye bread","Saffron","2"
"21617","Pepper (Spice)","Shiitake","9"
"21618","Dill","Domestic pig","11"
"21620","Sour orange","Swiss cheese","9"
"21626","Gin","Cheese","8"
"21630","Coriander","Greek feta cheese","13"
"21635","Herring","Yogurt","10"
"21652","Butter","Unknown","2"
"21653","Swiss cheese","Plant","1"
"21661","Swiss cheese","Squid","12"
"21678","Lentils","Parmesan cheese","1"
"21679","Enokitake","Fenugreek","9"
"21680","Black raspberry","Rum","24"
"21697","Meat","Fishes","22"
"21703","Chervil","Strawberry","1"
"21704","Grape","Mate","23"
"21708","Garlic","Cheese","5"
"21710","Bivalvia (Clam, Mussel, Oyster)","Common thyme","2"
"21713","Swiss cheese","Plant","8"
"21729","Chili","Nectarine","9"
"21730","Olive","Shrimp","11"
"21731","Cashew nut","Sausage","6"
"21736","Blue cheese","Olive oil","2"
"21743","Cottage cheese","White bread","43"
"21745","Sweet bay","Watermelon","9"
"21746","Avocado","Gin","4"
"21763","Cattle (Beef, Veal)","Olive","28"
"21765","Pepper (Spice)","Mushrooms","9"
"21768","Rice","Fishes","31"
"21770","Juniperus communis","Sesame","4"
"21771","Sesame","Bean","4"
"21772","Cheddar Cheese","Vinegar","21"
"21773","Domestic pig","Dill","11"
"21775","Cloves","Shiitake","11"
"21776","Pecan nut","Tuna","31"
"21782","Lima bean","Plant","1"
"21793","Swiss cheese","Sweet orange","17"
"21806","Baked potato","Strawberry","54"
"21809","Greek feta cheese","Mushrooms","14"
"21810","Domestic pig","Mushrooms","53"
"21816","Lobster","Potato","1"
"21818","Essential oil","Yogurt","1"
"21824","Kumquat","Watermelon","9"
"21832","Domestic pig","Wheat bread","52"
"21836","Green tea","Tarragon","3"
"21838","Nuts","Turmeric","1"
"21844","Cheese","Grape","56"
"21861","Swiss cheese","Rye","1"
"21863","Mushrooms","Shallot","4"
"21865","Olive oil","Pineapple","1"
"21867","Coriander","Mushrooms","7"
"21882","Blackcurrant","Milk (Cow)","13"
"21886","Cheese","Hazelnut","5"
"21888","Elderberry","Hazelnut","6"
"21894","Vaccinium (Blueberry, Cranberry, Huckleberry)","Oat","21"
"21895","Cardamom","Pepper","10"
"21901","Globe artichoke","Lime","5"
"21910","Adzuki bean","Sesame","11"
"21911","Cattle (Beef, Veal)","Cheese","77"
"21917","Greek feta cheese","Common sage","2"
"21919","Common pea","Sunflower oil","1"
"21923","Cocoa bean","Peanut","56"
"21926","Blackcurrant","Spearmint","5"
"21927","Green bell pepper","Spearmint","13"
"21932","Common sage","Tamarind","1"
"21933","Essential oil","Rose hip","5"
"21935","Black tea","Vaccinium (Blueberry, Cranberry, Huckleberry)","36"
"21944","Chicken","Liquorice","21"
"21946","Liquorice","White mustard","5"
"21952","Black raisin","Salmon","11"
"21957","Cocoa bean","Unknown","4"
"21958","Pistachio","Walnut","8"
"21959","Red grape juice","Parmesan cheese","1"
"21960","Black raspberry","Domestic pig","16"
"21967","Blackcurrant","Grape","46"
"21976","Peanut","Swiss cheese","63"
"21979","Red grape juice","Cheese","1"
"21982","Essential oil","Green cabbage","8"
"21992","Green cabbage","Yogurt","3"
"21996","Blue cheese","Green cabbage","9"
"21999","Cinnamon","Wheat bread","5"
"22003","Salmon","Vinegar","9"
"22005","Gadus (Common cod)","Swiss cheese","37"
"22008","Oat","Mushrooms","10"
"22022","Coconut","Strawberry","6"
"22026","Mackerel","Mentha","6"
"22027","Roe","Essential oil","1"
"22029","Mackerel","Spearmint","11"
"22032","Apple","Haddock","24"
"22033","Lettuce","Peanut oil","2"
"22046","Pineapple","Plant","1"
"22059","Essential oil","Pecan nut","35"
"22063","Sweet orange","Parmesan cheese","8"
"22067","Essential oil","Soy bean","2"
"22068","Apricot","Nuts","4"
"22070","Fenugreek","Peach","4"
"22073","Cashew nut","Bivalvia (Clam, Mussel, Oyster)","1"
"22078","Nectarine","Peach","24"
"22080","Green bell pepper","Vaccinium (Blueberry, Cranberry, Huckleberry)","24"
"22086","Wild celery","Common pea","16"
"22087","Bean","Durian","2"
"22101","Green bell pepper","Mandarin orange (Clementine, Tangerine)","2"
"22111","Guava","Passion fruit","67"
"22112","Dill","Mackerel","9"
"22117","Vaccinium (Blueberry, Cranberry, Huckleberry)","Cheese","28"
"22124","Essential oil","White mustard","13"
"22130","Cauliflower","Lemon","6"
"22132","Common buckwheat","Cream","7"
"22138","Banana","Whisky","4"
"22149","Bivalvia (Clam, Mussel, Oyster)","Pineapple","9"
"22158","Peanut oil","Adzuki bean","11"
"22160","Lettuce","Mozzarella cheese","1"
"22171","Domestic pig","Rye","4"
"22178","Liquorice","Red wine","18"
"22181","Soy bean","Soybean oil","4"
"22188","Mate","Rice","23"
"22195","Sour orange","Mung bean","8"
"22201","Essential oil","Tarragon","1"
"22207","Mandarin orange (Clementine, Tangerine)","Garden tomato","22"
"22210","Cauliflower","Rose hip","3"
"22215","Beer","Lichee","15"
"22217","Okra","Bean","10"
"22218","Cloves","Sherry","16"
"22222","Wild celery","Pear","12"
"22224","Apple","Potato","40"
"22227","Lentils","Bean","1"
"22229","Bean","Peppermint","11"
"22232","Pear","Corn","12"
"22234","Ginger","Pineapple","17"
"22238","Cattle (Beef, Veal)","Chicken","5"
"22252","Chili","Coffee","6"
"22260","Black raspberry","Plant","2"
"22266","Chicken","Domestic pig","2"
"22277","Blue cheese","Bivalvia (Clam, Mussel, Oyster)","14"
"22287","Blackberry","Red algae","1"
"22289","Cattle (Beef, Veal)","Common buckwheat","34"
"22293","Broccoli","Grape","6"
"22299","Sour cherry","Turkey","4"
"22300","Baked potato","Vaccinium (Blueberry, Cranberry, Huckleberry)","29"
"22301","Vaccinium (Blueberry, Cranberry, Huckleberry)","Turkey","16"
"22314","Prunus (Cherry, Plum)","Watermelon","2"
"22322","Cabbage","Cheese","13"
"22334","Prunus (Cherry, Plum)","Yogurt","7"
"22335","Grape","Leek","19"
"22338","Swiss cheese","Pepper","4"
"22339","Grape","Cheese","56"
"22347","Sweet orange","Winter squash","1"
"22349","Sour orange","Lovage","9"
"22366","Cinnamon","Bean","9"
"22373","Peanut","Blue cheese","60"
"22381","Blue cheese","Salmon","45"
"22383","Lime","Salmon","10"
"22389","Prickly pear","Peanut","12"
"22397","Dill","Cattle (Beef, Veal)","11"
"22399","Cheese","Sweet orange","17"
"22406","Black tea","Meat","2"
"22408","Lima bean","Rapeseed oil","4"
"22409","Apple cider","Soy sauce","1"
"22414","Liquor","Cabbage","1"
"22424","Prunus (Cherry, Plum)","Olive oil","1"
"22425","Cheese","Liquor","68"
"22435","Citrus","Ginger","21"
"22438","Cashew nut","Sweet potato","1"
"22439","Plain cream cheese","Peppermint","11"
"22440","Cheese","Watermelon","35"
"22445","Roe","Wheat bread","13"
"22454","Liquorice","Whisky","15"
"22455","Brussel sprouts","Meat","1"
"22459","Chili","Parmesan cheese","8"
"22468","Black raspberry","Rye bread","15"
"22471","Prunus (Cherry, Plum)","Turkey","6"
"22483","Peanut","Leavening agent","1"
"22499","Cauliflower","Freshwater eel","10"
"22502","Endive","Passion fruit","12"
"22509","Almond","Adzuki bean","3"
"22511","Catfish","Rubus (Blackberry, Raspberry)","27"
"22526","Cheese","Common pea","30"
"22530","Bivalvia (Clam, Mussel, Oyster)","Cattle (Beef, Veal)","3"
"22534","Grape","Cheese","58"
"22536","Plain cream cheese","Pepper","4"
"22537","Sheep (Mutton, Lamb)","Mentha","6"
"22539","Haddock","Oat","18"
"22540","Prickly pear","Sake","3"
"22546","Chicken","Mushrooms","55"
"22552","Liquorice","Mate","11"
"22565","Cabbage","Green cabbage","7"
"22578","Avocado","Rose hip","4"
"22584","Rice","Sake","14"
"22587","White bread","Lime","9"
"22588","Parmesan cheese","Peanut oil","12"
"22590","Plant","Tea","11"
"22594","Liquor","Cheese","1"
"22601","Cheese","Fig","18"
"22610","Plant","Common pea","1"
"22615","Bean","Bivalvia (Clam, Mussel, Oyster)","4"
"22618","Angelica","Parmesan cheese","2"
"22619","Herring","Sweet potato","3"
"22635","Coriander","Red wine","9"
"22636","Swiss cheese","Soy sauce","1"
"22640","Passion fruit","Prickly pear","17"
"22648","Chinese cabbage","Cheese","2"
"22660","White bread","Pasta","1"
"22665","Coconut oil","Sweet orange","1"
"22666","Lovage","Pecan nut","8"
"22668","Cloves","Domestic pig","1"
"22669","Kumquat","Soy bean","2"
"22676","Mandarin orange (Clementine, Tangerine)","Sweet orange","57"
"22678","Leek","Rose hip","2"
"22682","Apricot","Cabbage","7"
"22683","Vaccinium (Blueberry, Cranberry, Huckleberry)","Mushrooms","9"
"22701","Cattle (Beef, Veal)","Shallot","9"
"22702","Vaccinium (Blueberry, Cranberry, Huckleberry)","Watermelon","9"
"22703","Plain cream cheese","Meat","32"
"22705","Herring","Sheep (Mutton, Lamb)","27"
"22708","Grapefruit","Bivalvia (Clam, Mussel, Oyster)","6"
"22715","White bread","Pepper (C. frutescens)","1"
"22717","Prunus (Cherry, Plum)","Cattle (Beef, Veal)","3"
"22723","Anise","Peach","1"
"22725","White champagne","Whisky","60"
"22732","Okra","Rye bread","10"
"22736","Ginger","Rum","1"
"22737","Mango","Parmesan cheese","64"
"22738","Fig","Scallop","6"
"22739","Endive","Herring","10"
"22756","Green tea","Rapeseed oil","7"
"22759","Coriander","Whisky","5"
"22760","Common buckwheat","Lime","5"
"22767","Domestic pig","Blue cheese","58"
"22772","Cashew nut","Mushrooms","3"
"22778","Haddock","Kiwi","10"
"22788","Mung bean","White bread","28"
"22789","Radish","Scallop","5"
"22790","Vaccinium (Blueberry, Cranberry, Huckleberry)","Cheddar Cheese","29"
"22800","Nuts","Meat","4"
"22806","Domestic pig","Mozzarella cheese","62"
"22808","Nectarine","Star anise","2"
"22810","Prunus (Cherry, Plum)","Rose hip","2"
"22821","Grape","Lemon","2"
"22824","Durian","Sake","1"
"22829","Blackcurrant","Kohlrabi","11"
"22834","Rum","Fishes","35"
"22847","Salmon","Wheat bread","42"
"22849","Honey","Whisky","22"
"22850","Banana","Haddock","21"
"22856","Rubus (Blackberry, Raspberry)","Shiitake","37"
"22857","Oat","Garden tomato","22"
"22858","Common bean","Cauliflower","12"
"22860","Mentha","Mung bean","9"
"22867","Catfish","Meat","1"
"22874","Cattle (Beef, Veal)","Crab","27"
"22878","Sweet orange","Adzuki bean","7"
"22881","Leek","Garden rhubarb","1"
"22882","Cheese","Mung bean","41"
"22884","Cattle (Beef, Veal)","Common thyme","9"
"22890","White bread","Cottage cheese","39"
"22892","Black tea","Blackberry","66"
"22893","Cloves","Cattle (Beef, Veal)","12"
"22894","Grape","Rubus (Blackberry, Raspberry)","60"
"22896","Kohlrabi","Passion fruit","8"
"22910","Endive","Mushrooms","13"
"22913","Green bell pepper","Cheese","4"
"22919","Parmesan cheese","Unknown","2"
"22923","Blue cheese","Peanut oil","13"
"22925","Coriander","Fig","3"
"22929","Kelp","Watermelon","6"
"22932","Rice","Tea","46"
"22947","Domestic pig","Red wine","22"
"22948","Kelp","Mushrooms","3"
"22949","Blue cheese","Lettuce","1"
"22956","Parmesan cheese","Peanut","62"
"22972","Nutmeg","Peanut","3"
"22977","Cheese","Mushrooms","52"
"22986","Cheese","Common sage","2"
"22989","Beer","Sweet orange","1"
"22995","Milk (Cow)","Passion fruit","38"
"23006","Sesame oil","Garden tomato","2"
"23015","Roe","Kiwi","1"
"23021","Fennel","Tea","7"
"23025","Coriander","Cattle (Beef, Veal)","20"
"23027","Grape","Spearmint","14"
"23032","Port wine","Garden rhubarb","3"
"23035","Cheese","Yogurt","26"
"23050","Coconut","Red wine","25"
"23051","Cardamom","Mentha","13"
"23059","Domestic pig","Essential oil","7"
"23064","Liquor","Asparagus","1"
"23072","Citrus","Cottage cheese","13"
"23073","Barley","Adzuki bean","4"
"23078","Rubus (Blackberry, Raspberry)","Macroalgae","1"
"23079","Mushrooms","Swede","3"
"23081","White champagne","Tarragon","3"
"23089","Domestic pig","Swiss cheese","65"
"23093","Cereals and cereal products","Popcorn","1"
"23099","Vaccinium (Blueberry, Cranberry, Huckleberry)","Pistachio","5"
"23101","Gadus (Common cod)","Mentha","6"
"23111","Hazelnut","Rum","5"
"23143","Pear","Radish","3"
"23157","Shallot","Sour cherry","1"
"23161","Elderberry","Turkey","18"
"23166","Strawberry","Wheat bread","6"
"23173","Sausage","Common thyme","4"
"23181","Cloves","Pecan nut","7"
"23183","Garlic","Macadamia nut","3"
"23184","Corn","Rye bread","1"
"23194","Plant","Meat","4"
"23207","Bean","Shallot","2"
"23213","Blackcurrant","Okra","5"
"23214","Coffee","Butterfat","1"
"23216","Ginger","Domestic pig","14"
"23219","Macadamia nut","Pecan nut","8"
"23231","Pineapple","Pecan nut","15"
"23239","Pepper (Spice)","Oat","1"
"23241","White champagne","Kiwi","20"
"23252","Cattle (Beef, Veal)","Hazelnut","7"
"23264","Chicken","Grape","1"
"23274","Pepper (Spice)","Enokitake","9"
"23275","Carrot","Grape","14"
"23279","Apple cider","Whisky","39"
"23280","Chives","Plain cream cheese","4"
"23284","Cauliflower","Sausage","8"
"23295","Herring","Pear","7"
"23299","Guava","Mushrooms","47"
"23305","Red wine","Sausage","24"
"23306","Black raspberry","Catfish","17"
"23312","Coconut oil","Domestic pig","8"
"23313","Black raisin","Sesame","3"
"23318","Dill","Popcorn","5"
"23322","Sour orange","Rubus (Blackberry, Raspberry)","20"
"23323","Baked potato","Cashew nut","10"
"23324","Enokitake","Domestic pig","47"
"23336","Swiss cheese","Plant","5"
"23338","Leek","Yogurt","4"
"23344","Essential oil","Plain cream cheese","2"
"23352","Crab","Ginger","7"
"23359","Common pea","Shrimp","14"
"23368","Chili","Grapefruit","2"
"23380","Common bean","Pistachio","6"
"23385","Papaya","Turnip","1"
"23390","Kiwi","Leek","6"
"23395","Sesame oil","Shrimp","1"
"23398","Swiss cheese","Yogurt","29"
"23417","Essential oil","Plant","2"
"23423","Corn grits","White bread","4"
"23425","Butter","Fenugreek","6"
"23430","Plain cream cheese","Scallop","28"
"23432","Bivalvia (Clam, Mussel, Oyster)","Sweet orange","1"
"23434","Domestic pig","Strawberry","45"
"23443","Domestic pig","Brussel sprouts","5"
"23454","Butter","Liquorice","22"
"23458","Swede","Sour cherry","2"
"23465","Prunus (Cherry, Plum)","Red grape juice","1"
"23477","Meat","Passion fruit","19"
"23491","Cheddar Cheese","Cheese","127"
"23494","Lime","Pepper (C. frutescens)","1"
"23497","Essential oil","Star anise","3"
"23507","Honey","Parmesan cheese","30"
"23514","Cheese","Kohlrabi","16"
"23516","Angelica","Cumin","2"
"23529","Kelp","Cheese","6"
"23532","Chives","Bivalvia (Clam, Mussel, Oyster)","2"
"23535","Swiss cheese","Cheese","127"
"23539","Anise","Black tea","5"
"23542","Vaccinium (Blueberry, Cranberry, Huckleberry)","Sausage","16"
"23546","Mandarin orange (Clementine, Tangerine)","Cheese","1"
"23558","Mozzarella cheese","Red wine","72"
"23560","Oat","Prunus (Cherry, Plum)","10"
"23564","Liquor","Vaccinium (Blueberry, Cranberry, Huckleberry)","22"
"23567","Swede","Shrimp","5"
"23571","Sour orange","Plant","1"
"23584","Parsley","Rosemary","7"
"23591","Sesame","Meat","1"
"23592","Blue cheese","Freshwater eel","34"
"23597","Essential oil","Common thyme","7"
"23599","Freshwater eel","Soy bean","41"
"23600","Red grape juice","Mate","1"
"23605","Coconut oil","Mate","5"
"23609","Macadamia nut","Peanut","17"
"23623","Watermelon","Peanut","28"
"23625","Swiss cheese","Rye bread","48"
"23633","Mentha","Olive","8"
"23635","Angelica","Sesame","1"
"23645","Vaccinium (Blueberry, Cranberry, Huckleberry)","Red algae","1"
"23646","Cucumber","Green cabbage","2"
"23649","Allspice","Soy bean","1"
"23652","Pistachio","Blue cheese","5"
"23663","White bread","Red wine","25"
"23668","Strawberry","Whisky","1"
"23670","Cooking oil","Okra","1"
"23673","Coriander","Sweet marjoram","9"
"23675","Nectarine","Garden tomato","21"
"23676","Sweet basil","Nutmeg","4"
"23684","Cinnamon","Passion fruit","15"
"23693","Pear","Cheese","17"
"23695","Mango","Peppermint","17"
"23702","Sweet orange","Rosemary","1"
"23718","Gadus (Common cod)","Cheese","34"
"23720","Beer","Domestic pig","32"
"23723","Common bean","Bivalvia (Clam, Mussel, Oyster)","11"
"23741","Cattle (Beef, Veal)","Swede","8"
"23755","Cottage cheese","Pasta","4"
"23759","Mushrooms","Rapeseed oil","2"
"23765","Juniperus communis","Kiwi","20"
"23766","Haddock","Meat","20"
"23768","Citrus","Green cabbage","4"
"23772","Swiss cheese","Peach","28"
"23775","Sweet orange","Sausage","3"
"23779","Kelp","Hazelnut","1"
"23785","Black raisin","Cattle (Beef, Veal)","19"
"23796","Common buckwheat","Green bell pepper","2"
"23797","Strawberry","Yogurt","19"
"23812","Coriander","Domestic pig","10"
"23813","Vaccinium (Blueberry, Cranberry, Huckleberry)","Rosemary","7"
"23817","Citrus","Honey","7"
"23835","Banana","Plain cream cheese","48"
"23840","Port wine","Turmeric","1"
"23843","Pear","Lingonberry","2"
"23844","Red grape juice","Salmon","1"
"23846","Common sage","Turmeric","5"
"23848","Apricot","Cocoa bean","28"
"23857","Green bell pepper","Coriander","19"
"23862","Rapeseed oil","Blue cheese","2"
"23868","Beer","Enokitake","62"
"23875","Grape","Rapeseed oil","3"
"23876","White bread","Mozzarella cheese","38"
"23880","Cheese","Pasta","1"
"23882","Cabbage","Chicken","16"
"23885","Lentils","Lima bean","1"
"23888","Pineapple","Cheese","41"
"23897","Lemon","Lovage","2"
"23915","Cheese","Cattle (Beef, Veal)","33"
"23917","Wild celery","Kohlrabi","10"
"23924","Red grape juice","Swiss cheese","1"
"23935","Garlic","Lime","1"
"23937","Vaccinium (Blueberry, Cranberry, Huckleberry)","Bean","24"
"23939","Sake","Cattle (Beef, Veal)","5"
"23940","Garden onion","White wine","19"
"23944","Apricot","Tuna","17"
"23954","Sesame oil","Wheat bread","3"
"23973","Lemon grass","Mackerel","4"
"23979","Coconut","Sweet orange","7"
"23983","Asparagus","Essential oil","1"
"23985","Sweet bay","Wheat bread","8"
"23995","Blue cheese","Hazelnut","5"
"24000","Cucumber","Plant","6"
"24002","Ginger","Oat","13"
"24006","Sesame","Common thyme","3"
"24009","Guava","Mushrooms","47"
"24016","Catfish","Parmesan cheese","37"
"24020","Clam","Sweet bay","5"
"24026","Angelica","Cheese","2"
"24027","Chinese cabbage","Mushrooms","1"
"24030","Corn grits","Domestic pig","2"
"24038","Cocoa bean","Yogurt","25"
"24040","Garden tomato","Garden tomato","2"
"24044","Endive","Saffron","1"
"24057","Sweet basil","Peppermint","4"
"24058","Sausage","Oat","7"
"24062","Peanut","Swiss cheese","52"
"24063","Cumin","Plant","4"
"24072","Vaccinium (Blueberry, Cranberry, Huckleberry)","Sweet marjoram","8"
"24073","Clam","Potato","29"
"24075","Lime","Watermelon","22"
"24078","Cassava","Herring","3"
"24081","Chili","Lime","13"
"24086","Cottage cheese","Lingonberry","4"
"24090","Sweet orange","Black raisin","8"
"24091","Wild celery","Plant","4"
"24097","Haddock","Mango","22"
"24098","Cottage cheese","Pecan nut","31"
"24100","Cardamom","Kiwi","9"
"24103","Mandarin orange (Clementine, Tangerine)","Vegetable Broth","1"
"24108","Leek","Peanut","24"
"24110","Citrus","Rum","19"
"24112","Gin","Passion fruit","7"
"24114","Chives","Eggs","2"
"24118","Swiss cheese","Kohlrabi","16"
"24120","Essential oil","Cheese","1"
"24124","Cinnamon","Mango","16"
"24127","Essential oil","Eggs","1"
"24129","Greek feta cheese","Domestic pig","57"
"24136","Cattle (Beef, Veal)","Mushrooms","1"
"24155","Citrus","Essential oil","6"
"24177","Gadus (Common cod)","Roe","1"
"24184","Asparagus","Kohlrabi","10"
"24186","Sesame","Common oregano","1"
"24189","Kale","Mackerel","1"
"24193","Liquorice","Lingonberry","1"
"24196","Sausage","Cheese","33"
"24211","Domestic pig","Rum","10"
"24212","Cheese","Peanut oil","11"
"24222","Common sage","Spearmint","2"
"24223","Black raisin","Tuna","11"
"24227","Cream","Swiss cheese","23"
"24231","Baked potato","Dill","13"
"24234","Essential oil","Port wine","1"
"24238","Red wine","Ginger","27"
"24243","Citrus","Vaccinium (Blueberry, Cranberry, Huckleberry)","4"
"24250","Wild celery","Sweet orange","3"
"24252","Clam","Lichee","5"
"24255","White bread","Peanut oil","8"
"24258","Sheep (Mutton, Lamb)","Sweet orange","16"
"24272","Ginger","Sweet potato","4"
"24278","Cottage cheese","Nuts","5"
"24284","Mushrooms","Strawberry","1"
"24286","Rose hip","Other fermented milk","1"
"24293","Citrus","Olive oil","2"
"24302","Prickly pear","Rum","16"
"24305","Almond","Plain cream cheese","4"
"24308","Green bell pepper","Strawberry","17"
"24325","Ginger","Red wine","27"
"24330","Liquor","Potato chip","1"
"24333","Cheese","Sesame","11"
"24341","Leek","Mandarin orange (Clementine, Tangerine)","10"
"24348","Cream","Allspice","1"
"24352","Vaccinium (Blueberry, Cranberry, Huckleberry)","Grape","38"
"24354","Rice","Kohlrabi","16"
"24361","Mushrooms","Pepper","9"
"24363","Blue cheese","Essential oil","9"
"24364","Cattle (Beef, Veal)","Lovage","12"
"24366","Sweet orange","Papaya","4"
"24373","Swiss cheese","Salmon","46"
"24374","Blackcurrant","Sweet orange","22"
"24377","Plant","Nectarine","13"
"24384","Domestic pig","Shiitake","27"
"24388","Cheddar Cheese","Domestic pig","6"
"24411","Red beetroot","Swiss cheese","1"
"24416","Fenugreek","Watercress","1"
"24420","Essential oil","Honey","1"
"24425","Barley","Mushrooms","5"
"24426","Grape","Dill","12"
"24427","Cardamom","Okra","1"
"24428","Mandarin orange (Clementine, Tangerine)","Prunus (Cherry, Plum)","1"
"24435","Plant","Lovage","16"
"24436","Domestic pig","Prunus (Cherry, Plum)","18"
"24439","Garlic","Parsley","2"
"24442","Wild celery","Swede","5"
"24443","Pepper (Spice)","Apple cider","3"
"24445","Cottage cheese","Peppermint","12"
"24471","Grape","Peanut","40"
"24478","Bivalvia (Clam, Mussel, Oyster)","Pepper","1"
"24481","Sake","Unknown","1"
"24484","Mango","Mushrooms","43"
"24486","Adzuki bean","Sake","10"
"24487","Vaccinium (Blueberry, Cranberry, Huckleberry)","Wheat","1"
"24489","Watermelon","Common pea","22"
"24490","Fruits","Rum","2"
"24491","Avocado","Roe","2"
"24497","Papaya","Essential oil","9"
"24498","Black raspberry","Mushrooms","21"
"24499","Blue cheese","Sherry","71"
"24506","Meat","Oil palm","1"
"24511","Domestic pig","Black raisin","15"
"24513","Mushrooms","Shallot","4"
"24518","Freshwater eel","Strawberry","4"
"24523","Nutmeg","Nectarine","5"
"24533","Rose hip","Tea","10"
"24541","Common pea","Walnut","7"
"24545","Sour orange","Domestic pig","7"
"24551","Fig","Mozzarella cheese","18"
"24559","Sesame","Fruits","2"
"24560","Apple cider","Sweet orange","1"
"24565","Buttermilk","Domestic pig","3"
"24568","Sweet basil","Lime","1"
"24576","Sesame oil","Soy bean","2"
"24585","Asparagus","Citrus","7"
"24588","Prunus (Cherry, Plum)","Plant","4"
"24590","Green bell pepper","Rum","7"
"24592","Olive oil","Domestic pig","1"
"24598","Plain cream cheese","Swiss cheese","127"
"24600","Cheese","Prunus (Cherry, Plum)","1"
"24602","Cloves","Mung bean","8"
"24603","Greek feta cheese","Lime","17"
"24614","Cheese","Plant","2"
"24618","Blue cheese","Liquorice","17"
"24622","Sweet bay","Nuts","2"
"24623","Red grape juice","Sesame","1"
"24624","Lemon","Tuna","15"
"24625","Corn","Swiss cheese","43"
"24626","Baked potato","Banana","25"
"24628","Banana","Honey","26"
"24633","Bean","Mushrooms","49"
"24634","Oat","Fishes","3"
"24639","Vaccinium (Blueberry, Cranberry, Huckleberry)","Garden onion","6"
"24649","Barley","Soy bean","58"
"24663","Baked potato","Wild celery","26"
"24665","Elderberry","Garlic","3"
"24667","Vaccinium (Blueberry, Cranberry, Huckleberry)","Parsnip","1"
"24674","Oat","Cheese","6"
"24682","Cheese","Sweet orange","5"
"24683","Black raspberry","Lovage","16"
"24684","Ginger","Common sage","6"
"24686","Sesame","Crab","1"
"24694","Essential oil","Essential oil","6"
"24696","Swiss cheese","Mandarin orange (Clementine, Tangerine)","23"
"24706","Prunus (Cherry, Plum)","Swede","2"
"24711","Sheep (Mutton, Lamb)","Red wine","29"
"24714","Freshwater eel","Enokitake","31"
"24720","White bread","Rosemary","1"
"24728","Liquor","Peanut","1"
"24729","Hazelnut","Sour cherry","1"
"24730","Cattle (Beef, Veal)","Sesame","18"
"24741","Mushrooms","Sake","14"
"24742","Blackberry","Eggs","14"
"24753","Coffee","Bivalvia (Clam, Mussel, Oyster)","13"
"24754","Oat","Pepper","1"
"24768","Cabbage","Rum","14"
"24769","Essential oil","Meat","3"
"24772","Black tea","Salmon","53"
"24773","Grape","Mushrooms","47"
"24775","Ginger","Sake","8"
"24780","Parmesan cheese","Yam","1"
"24789","Sausage","Leek","14"
"24790","Peanut","Tamarind","34"
"24793","Whisky","Passion fruit","5"
"24813","Prunus (Cherry, Plum)","Prickly pear","10"
"24815","Brussel sprouts","Mandarin orange (Clementine, Tangerine)","2"
"24816","Avocado","Swiss cheese","14"
"24820","Liquor","Mozzarella cheese","7"
"24826","Durian","Fennel","1"
"24827","Tea","Yogurt","19"
"24829","Cashew nut","Liquorice","5"
"24833","Watermelon","Spearmint","10"
"24850","Vaccinium (Blueberry, Cranberry, Huckleberry)","Cloves","16"
"24862","White champagne","Quince","20"
"24864","Barley","Domestic pig","10"
"24871","Cassava","Pineapple","2"
"24874","Freshwater eel","Lichee","6"
"24875","Cashew nut","Pepper","3"
"24881","Domestic pig","Skipjack tuna","6"
"24887","Parmesan cheese","Turmeric","3"
"24893","Rice","Herring","29"
"24900","Whisky","Fig","2"
"24907","Honey","Rye bread","16"
"24917","Soy bean","Whisky","49"
"24918","Red wine","Peach","33"
"24926","Vaccinium (Blueberry, Cranberry, Huckleberry)","Cheese","24"
"24936","Pear","Lettuce","3"
"24938","Rye bread","Sake","16"
"24940","Lemon grass","Nectarine","1"
"24941","Domestic pig","Cucumber","10"
"24948","Prunus (Cherry, Plum)","Lime","16"
"24953","Blue cheese","Roe","12"
"24958","Mentha","Shrimp","6"
"24968","Peanut","Cheese","60"
"24969","Ginger","Winter squash","4"
"24971","Bean","Domestic pig","42"
"24976","Peppermint","Domestic pig","2"
"24981","Lichee","Mushrooms","9"
"24982","Chervil","Meat","1"
"24993","Essential oil","White wine","80"
"24995","Butter","Cinnamon","8"
"25005","Parmesan cheese","Tamarind","30"
"25009","Kohlrabi","Whisky","9"
"25021","Swiss cheese","Kale","2"
"25024","Cocoa bean","Vanilla","1"
"25025","Cattle (Beef, Veal)","Roe","18"
"25030","Hazelnut","Blue cheese","5"
"25031","Okra","Tamarind","8"
"25037","Kohlrabi","Cattle (Beef, Veal)","20"
"25040","Beer","Kale","3"
"25062","Anise","Wild celery","3"
"25066","Guava","Soy sauce","2"
"25069","Cabbage","Haddock","10"
